date,region,product,channel,units,unit_price,revenue
2026-03-05,EMEA,HD Webcam,Partner,13,26.17,340.21
2026-03-05,LATAM,Portable SSD,Online,14,41.29,578.06
2026-03-06,EMEA,USB-C Hub,Online,35,100.72,3525.20
2026-03-07,APAC,Laptop Stand,Online,40,14.78,591.20
2026-03-07,EMEA,HD Webcam,Online,19,26.17,497.23
2026-03-08,North America,Laptop Stand,Partner,2,14.78,29.56
2026-03-09,EMEA,Portable SSD,Retail,12,41.29,495.48
2026-03-10,LATAM,Standing Desk,Online,38,160.66,6105.08
2026-03-10,LATAM,HD Webcam,Retail,17,26.17,444.89
2026-03-11,EMEA,HD Webcam,Retail,6,26.17,157.02
2026-03-12,EMEA,Laptop Stand,Retail,40,14.78,591.20
2026-03-13,APAC,Desk Lamp,Retail,32,64.22,2055.04
2026-03-13,North America,USB-C Hub,Retail,38,100.72,3827.36
2026-03-14,North America,Laptop Stand,Retail,7,14.78,103.46
2026-03-15,LATAM,Portable SSD,Retail,20,41.29,825.80
2026-03-15,LATAM,USB-C Hub,Online,21,100.72,2115.12
2026-03-16,APAC,Laptop Stand,Online,26,14.78,384.28
2026-03-17,North America,Laptop Stand,Retail,30,14.78,443.40
2026-03-18,ANZ,Mechanical Keyboard,Online,21,210.43,4419.03
2026-03-18,North America,Laptop Stand,Retail,33,14.78,487.74
2026-03-19,APAC,Portable SSD,Partner,11,41.29,454.19
2026-03-20,EMEA,Desk Lamp,Retail,15,64.22,963.30
2026-03-21,ANZ,Desk Lamp,Partner,25,64.22,1605.50
2026-03-21,APAC,Laptop Stand,Partner,40,14.78,591.20
2026-03-22,LATAM,HD Webcam,Partner,20,26.17,523.40
2026-03-23,EMEA,Wireless Mouse,Online,27,34.72,937.44
2026-03-23,North America,Standing Desk,Online,30,160.66,4819.80
2026-03-24,LATAM,Wireless Mouse,Retail,29,34.72,1006.88
2026-03-25,North America,Desk Lamp,Online,28,64.22,1798.16
2026-03-26,EMEA,Portable SSD,Partner,10,41.29,412.90
2026-03-26,EMEA,Desk Lamp,Retail,5,64.22,321.10
2026-03-27,LATAM,Laptop Stand,Online,3,14.78,44.34
2026-03-28,North America,HD Webcam,Partner,36,26.17,942.12
2026-03-29,EMEA,Mechanical Keyboard,Partner,20,210.43,4208.60
2026-03-29,ANZ,USB-C Hub,Online,19,100.72,1913.68
2026-03-30,North America,Mechanical Keyboard,Retail,18,210.43,3787.74
2026-03-31,APAC,HD Webcam,Partner,3,26.17,78.51
2026-04-01,ANZ,Laptop Stand,Online,5,14.78,73.90
2026-04-01,LATAM,Portable SSD,Retail,32,41.29,1321.28
2026-04-02,LATAM,HD Webcam,Online,3,26.17,78.51
2026-04-03,ANZ,Portable SSD,Retail,33,41.29,1362.57
2026-04-03,North America,Laptop Stand,Partner,37,14.78,546.86
2026-04-04,EMEA,HD Webcam,Partner,5,26.17,130.85
2026-04-05,ANZ,Laptop Stand,Retail,18,14.78,266.04
2026-04-06,LATAM,HD Webcam,Retail,16,26.17,418.72
2026-04-06,ANZ,Mechanical Keyboard,Online,38,210.43,7996.34
2026-04-07,North America,Laptop Stand,Online,19,14.78,280.82
2026-04-08,APAC,Mechanical Keyboard,Online,35,210.43,7365.05
2026-04-09,APAC,Portable SSD,Partner,40,41.29,1651.60
2026-04-09,APAC,Standing Desk,Partner,1,160.66,160.66
2026-04-10,APAC,Portable SSD,Online,4,41.29,165.16
2026-04-11,EMEA,Desk Lamp,Online,23,64.22,1477.06
2026-04-11,ANZ,Portable SSD,Partner,25,41.29,1032.25
2026-04-12,EMEA,Laptop Stand,Partner,14,14.78,206.92
2026-04-13,ANZ,USB-C Hub,Online,24,100.72,2417.28
2026-04-14,North America,Mechanical Keyboard,Partner,5,210.43,1052.15
2026-04-14,ANZ,Portable SSD,Online,6,41.29,247.74
2026-04-15,ANZ,Mechanical Keyboard,Retail,22,210.43,4629.46
2026-04-16,APAC,Laptop Stand,Partner,27,14.78,399.06
2026-04-17,ANZ,Laptop Stand,Retail,5,14.78,73.90
2026-04-17,ANZ,USB-C Hub,Online,12,100.72,1208.64
2026-04-18,ANZ,Desk Lamp,Retail,8,64.22,513.76
2026-04-19,North America,Laptop Stand,Partner,26,14.78,384.28
2026-04-19,LATAM,Portable SSD,Partner,24,41.29,990.96
2026-04-20,LATAM,HD Webcam,Online,23,26.17,601.91
2026-04-21,LATAM,USB-C Hub,Partner,1,100.72,100.72
2026-04-22,LATAM,HD Webcam,Retail,23,26.17,601.91
2026-04-22,ANZ,HD Webcam,Retail,12,26.17,314.04
2026-04-23,ANZ,HD Webcam,Retail,18,26.17,471.06
2026-04-24,EMEA,USB-C Hub,Online,39,100.72,3928.08
2026-04-25,LATAM,Mechanical Keyboard,Retail,13,210.43,2735.59
2026-04-25,ANZ,HD Webcam,Online,21,26.17,549.57
2026-04-26,EMEA,Laptop Stand,Retail,15,14.78,221.70
2026-04-27,North America,Portable SSD,Online,1,41.29,41.29
2026-04-28,ANZ,Mechanical Keyboard,Retail,29,210.43,6102.47
2026-04-28,APAC,USB-C Hub,Online,1,100.72,100.72
2026-04-29,APAC,Laptop Stand,Retail,20,14.78,295.60
2026-04-30,North America,Portable SSD,Retail,26,41.29,1073.54
2026-04-30,EMEA,USB-C Hub,Retail,35,100.72,3525.20
2026-05-01,ANZ,Laptop Stand,Retail,2,14.78,29.56
2026-05-02,ANZ,USB-C Hub,Online,12,100.72,1208.64
2026-05-03,APAC,USB-C Hub,Retail,27,100.72,2719.44
2026-05-03,EMEA,Wireless Mouse,Retail,10,34.72,347.20
2026-05-04,LATAM,Laptop Stand,Partner,37,14.78,546.86
2026-05-05,EMEA,Laptop Stand,Partner,14,14.78,206.92
2026-05-06,EMEA,Laptop Stand,Partner,27,14.78,399.06
2026-05-06,ANZ,HD Webcam,Online,24,26.17,628.08
2026-05-07,North America,Laptop Stand,Partner,13,14.78,192.14
2026-05-08,North America,Portable SSD,Retail,14,41.29,578.06
2026-05-08,APAC,Desk Lamp,Online,6,64.22,385.32
2026-05-09,North America,USB-C Hub,Online,7,100.72,705.04
2026-05-10,EMEA,HD Webcam,Partner,17,26.17,444.89
2026-05-11,APAC,HD Webcam,Retail,13,26.17,340.21
2026-05-11,ANZ,Portable SSD,Retail,35,41.29,1445.15
2026-05-12,North America,HD Webcam,Online,31,26.17,811.27
2026-05-13,ANZ,Desk Lamp,Partner,39,64.22,2504.58
2026-05-14,North America,USB-C Hub,Online,33,100.72,3323.76
2026-05-14,EMEA,HD Webcam,Partner,30,26.17,785.10
2026-05-15,APAC,Portable SSD,Retail,33,41.29,1362.57
2026-05-16,LATAM,Mechanical Keyboard,Partner,40,210.43,8417.20
2026-05-16,North America,USB-C Hub,Online,23,100.72,2316.56
2026-05-17,APAC,USB-C Hub,Partner,27,100.72,2719.44
2026-05-18,LATAM,Laptop Stand,Online,19,14.78,280.82
2026-05-19,APAC,Desk Lamp,Online,27,64.22,1733.94
2026-05-19,North America,Desk Lamp,Online,12,64.22,770.64
2026-05-20,EMEA,HD Webcam,Retail,4,26.17,104.68
2026-05-21,North America,Portable SSD,Partner,27,41.29,1114.83
2026-05-22,North America,Laptop Stand,Retail,12,14.78,177.36
2026-05-22,APAC,Portable SSD,Partner,9,41.29,371.61
2026-05-23,LATAM,Portable SSD,Partner,39,41.29,1610.31
2026-05-24,LATAM,USB-C Hub,Retail,15,100.72,1510.80
2026-05-25,ANZ,USB-C Hub,Online,19,100.72,1913.68
2026-05-25,North America,HD Webcam,Partner,8,26.17,209.36
2026-05-26,ANZ,Standing Desk,Partner,10,160.66,1606.60
2026-05-27,ANZ,HD Webcam,Retail,9,26.17,235.53
2026-05-27,APAC,Portable SSD,Retail,26,41.29,1073.54
2026-05-28,ANZ,HD Webcam,Partner,32,26.17,837.44
2026-05-29,ANZ,HD Webcam,Retail,18,26.17,471.06
2026-05-30,North America,Laptop Stand,Retail,40,14.78,591.20
2026-05-30,APAC,Portable SSD,Retail,21,41.29,867.09
2026-05-31,North America,Portable SSD,Online,9,41.29,371.61
2026-06-01,LATAM,HD Webcam,Retail,8,26.17,209.36
2026-06-02,EMEA,HD Webcam,Online,23,26.17,601.91
2026-06-02,North America,HD Webcam,Partner,22,26.17,575.74
2026-06-03,APAC,Desk Lamp,Online,35,64.22,2247.70
2026-06-04,EMEA,USB-C Hub,Partner,16,100.72,1611.52
2026-06-04,North America,USB-C Hub,Online,8,100.72,805.76
2026-06-05,North America,HD Webcam,Partner,26,26.17,680.42
2026-06-06,APAC,USB-C Hub,Online,32,100.72,3223.04
2026-06-07,APAC,Laptop Stand,Retail,8,14.78,118.24
2026-06-07,APAC,Laptop Stand,Partner,40,14.78,591.20
2026-06-08,North America,HD Webcam,Online,30,26.17,785.10
2026-06-09,LATAM,Laptop Stand,Online,13,14.78,192.14
2026-06-10,ANZ,Portable SSD,Retail,14,41.29,578.06
2026-06-10,LATAM,Laptop Stand,Online,10,14.78,147.80
2026-06-11,LATAM,HD Webcam,Online,19,26.17,497.23
2026-06-12,LATAM,USB-C Hub,Online,31,100.72,3122.32
2026-06-12,ANZ,Mechanical Keyboard,Online,32,210.43,6733.76
2026-06-13,ANZ,Portable SSD,Online,8,41.29,330.32
2026-06-14,North America,Laptop Stand,Retail,27,14.78,399.06
2026-06-15,ANZ,Mechanical Keyboard,Retail,27,210.43,5681.61
2026-06-15,ANZ,Laptop Stand,Retail,32,14.78,472.96
2026-06-16,EMEA,Laptop Stand,Online,9,14.78,133.02
2026-06-17,North America,USB-C Hub,Online,8,100.72,805.76
2026-06-18,APAC,Laptop Stand,Partner,6,14.78,88.68
2026-06-18,LATAM,USB-C Hub,Online,4,100.72,402.88
2026-06-19,EMEA,Laptop Stand,Retail,17,14.78,251.26
2026-06-20,EMEA,Desk Lamp,Online,26,64.22,1669.72
2026-06-21,North America,Laptop Stand,Partner,38,14.78,561.64
2026-06-21,ANZ,Standing Desk,Partner,7,160.66,1124.62
2026-06-22,APAC,Laptop Stand,Partner,17,14.78,251.26
2026-06-23,ANZ,Laptop Stand,Online,5,14.78,73.90
2026-06-23,EMEA,Laptop Stand,Partner,34,14.78,502.52
2026-06-24,North America,Laptop Stand,Partner,35,14.78,517.30
2026-06-25,APAC,USB-C Hub,Partner,26,100.72,2618.72
2026-06-26,ANZ,Desk Lamp,Online,16,64.22,1027.52
2026-06-26,ANZ,Portable SSD,Partner,11,41.29,454.19
2026-06-27,APAC,Portable SSD,Partner,26,41.29,1073.54
2026-06-28,APAC,Laptop Stand,Online,1,14.78,14.78
2026-06-29,North America,Laptop Stand,Online,26,14.78,384.28
2026-06-29,ANZ,Portable SSD,Online,8,41.29,330.32
2026-06-30,EMEA,Portable SSD,Retail,17,41.29,701.93
